Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2021,8,1,max_verstappen,Max,Verstappen,Dutch,156
2021,8,2,hamilton,Lewis,Hamilton,British,138
2021,8,3,perez,Sergio,Pérez,Mexican,96
2021,8,4,norris,Lando,Norris,British,86
2021,8,5,bottas,Valtteri,Bottas,Finnish,74
2021,8,6,leclerc,Charles,Leclerc,Monegasque,58
2021,8,7,sainz,Carlos,Sainz,Spanish,50
2021,8,8,gasly,Pierre,Gasly,French,37
2021,8,9,ricciardo,Daniel,Ricciardo,Australian,34
2021,8,10,vettel,Sebastian,Vettel,German,30
2021,8,11,alonso,Fernando,Alonso,Spanish,19
2021,8,12,stroll,Lance,Stroll,Canadian,14
2021,8,13,ocon,Esteban,Ocon,French,12
2021,8,14,tsunoda,Yuki,Tsunoda,Japanese,9
2021,8,15,raikkonen,Kimi,Räikkönen,Finnish,1
2021,8,16,giovinazzi,Antonio,Giovinazzi,Italian,1
2021,8,17,russell,George,Russell,British,0
2021,8,18,mick_schumacher,Mick,Schumacher,German,0
2021,8,19,mazepin,Nikita,Mazepin,Russian,0
2021,8,20,latifi,Nicholas,Latifi,Canadian,0
