Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2024,17,1,max_verstappen,Max,Verstappen,Dutch,313
2024,17,2,norris,Lando,Norris,British,254
2024,17,3,leclerc,Charles,Leclerc,Monegasque,235
2024,17,4,piastri,Oscar,Piastri,Australian,222
2024,17,5,sainz,Carlos,Sainz,Spanish,184
2024,17,6,hamilton,Lewis,Hamilton,British,166
2024,17,7,russell,George,Russell,British,143
2024,17,8,perez,Sergio,Pérez,Mexican,143
2024,17,9,alonso,Fernando,Alonso,Spanish,58
2024,17,10,stroll,Lance,Stroll,Canadian,24
2024,17,11,hulkenberg,Nico,Hülkenberg,German,22
2024,17,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,17,13,albon,Alexander,Albon,Thai,12
2024,17,14,ricciardo,Daniel,Ricciardo,Australian,12
2024,17,15,gasly,Pierre,Gasly,French,8
2024,17,16,bearman,Oliver,Bearman,British,7
2024,17,17,kevin_magnussen,Kevin,Magnussen,Danish,6
2024,17,18,ocon,Esteban,Ocon,French,5
2024,17,19,colapinto,Franco,Colapinto,Argentinian,4
2024,17,20,zhou,Guanyu,Zhou,Chinese,0
2024,17,21,sargeant,Logan,Sargeant,American,0
2024,17,22,bottas,Valtteri,Bottas,Finnish,0
