Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2021,18,Mexico City Grand Prix,1,BOT,Valtteri,Bottas,Finnish,Mercedes,1:16.727,1:16.864,1:15.875
2021,18,Mexico City Grand Prix,2,HAM,Lewis,Hamilton,British,Mercedes,1:17.207,1:16.474,1:16.020
2021,18,Mexico City Grand Prix,3,VER,Max,Verstappen,Dutch,Red Bull,1:16.788,1:16.483,1:16.225
2021,18,Mexico City Grand Prix,4,PER,Sergio,Pérez,Mexican,Red Bull,1:17.003,1:17.055,1:16.342
2021,18,Mexico City Grand Prix,5,GAS,Pierre,Gasly,French,AlphaTauri,1:16.908,1:16.955,1:16.456
2021,18,Mexico City Grand Prix,6,SAI,Carlos,Sainz,Spanish,Ferrari,1:17.517,1:17.248,1:16.761
2021,18,Mexico City Grand Prix,7,RIC,Daniel,Ricciardo,Australian,McLaren,1:17.719,1:17.092,1:16.763
2021,18,Mexico City Grand Prix,8,LEC,Charles,Leclerc,Monegasque,Ferrari,1:16.748,1:17.034,1:16.837
2021,18,Mexico City Grand Prix,9,TSU,Yuki,Tsunoda,Japanese,AlphaTauri,1:17.330,1:16.701,1:17.158
2021,18,Mexico City Grand Prix,10,NOR,Lando,Norris,British,McLaren,1:17.569,1:17.473,1:36.830
2021,18,Mexico City Grand Prix,11,VET,Sebastian,Vettel,German,Aston Martin,1:17.502,1:17.746,
2021,18,Mexico City Grand Prix,12,RAI,Kimi,Räikkönen,Finnish,Alfa Romeo,1:17.606,1:17.958,
2021,18,Mexico City Grand Prix,13,RUS,George,Russell,British,Williams,1:17.958,1:18.172,
2021,18,Mexico City Grand Prix,14,GIO,Antonio,Giovinazzi,Italian,Alfa Romeo,1:17.897,1:18.290,
2021,18,Mexico City Grand Prix,15,OCO,Esteban,Ocon,French,Alpine F1 Team,1:18.126,1:18.405,
2021,18,Mexico City Grand Prix,16,ALO,Fernando,Alonso,Spanish,Alpine F1 Team,1:18.452,,
2021,18,Mexico City Grand Prix,17,LAT,Nicholas,Latifi,Canadian,Williams,1:18.756,,
2021,18,Mexico City Grand Prix,18,MSC,Mick,Schumacher,German,Haas F1 Team,1:18.858,,
2021,18,Mexico City Grand Prix,19,MAZ,Nikita,Mazepin,Russian,Haas F1 Team,1:19.303,,
2021,18,Mexico City Grand Prix,20,STR,Lance,Stroll,Canadian,Aston Martin,1:20.873,,
