Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2019,2,1,Mercedes,German,87,2
2019,2,2,Ferrari,Italian,48,0
2019,2,3,Red Bull,Austrian,31,0
2019,2,4,Alfa Romeo,Swiss,10,0
2019,2,5,McLaren,British,8,0
2019,2,6,Haas F1 Team,American,8,0
2019,2,7,Renault,French,6,0
2019,2,8,Toro Rosso,Italian,3,0
2019,2,9,Racing Point,British,3,0
2019,2,10,Williams,British,0,0
