Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2014,2,1,rosberg,Nico,Rosberg,German,43
2014,2,2,hamilton,Lewis,Hamilton,British,25
2014,2,3,alonso,Fernando,Alonso,Spanish,24
2014,2,4,button,Jenson,Button,British,23
2014,2,5,kevin_magnussen,Kevin,Magnussen,Danish,20
2014,2,6,hulkenberg,Nico,Hülkenberg,German,18
2014,2,7,vettel,Sebastian,Vettel,German,15
2014,2,8,bottas,Valtteri,Bottas,Finnish,14
2014,2,9,raikkonen,Kimi,Räikkönen,Finnish,6
2014,2,10,massa,Felipe,Massa,Brazilian,6
2014,2,11,vergne,Jean-Éric,Vergne,French,4
2014,2,12,kvyat,Daniil,Kvyat,Russian,3
2014,2,13,perez,Sergio,Pérez,Mexican,1
2014,2,14,grosjean,Romain,Grosjean,French,0
2014,2,15,sutil,Adrian,Sutil,German,0
2014,2,16,gutierrez,Esteban,Gutiérrez,Mexican,0
2014,2,17,chilton,Max,Chilton,British,0
2014,2,18,kobayashi,Kamui,Kobayashi,Japanese,0
2014,2,19,ericsson,Marcus,Ericsson,Swedish,0
2014,2,20,jules_bianchi,Jules,Bianchi,French,0
2014,2,21,maldonado,Pastor,Maldonado,Venezuelan,0
2014,2,22,ricciardo,Daniel,Ricciardo,Australian,0
