Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2020,7,1,Mercedes,German,264,6
2020,7,2,Red Bull,Austrian,158,1
2020,7,3,McLaren,British,68,0
2020,7,4,Racing Point,British,66,0
2020,7,5,Ferrari,Italian,61,0
2020,7,6,Renault,French,59,0
2020,7,7,AlphaTauri,Italian,20,0
2020,7,8,Alfa Romeo,Swiss,2,0
2020,7,9,Haas F1 Team,American,1,0
2020,7,10,Williams,British,0,0
