Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2015,16,1,hamilton,Lewis,Hamilton,British,327
2015,16,2,vettel,Sebastian,Vettel,German,251
2015,16,3,rosberg,Nico,Rosberg,German,247
2015,16,4,raikkonen,Kimi,Räikkönen,Finnish,123
2015,16,5,bottas,Valtteri,Bottas,Finnish,111
2015,16,6,massa,Felipe,Massa,Brazilian,109
2015,16,7,kvyat,Daniil,Kvyat,Russian,76
2015,16,8,ricciardo,Daniel,Ricciardo,Australian,74
2015,16,9,perez,Sergio,Pérez,Mexican,64
2015,16,10,max_verstappen,Max,Verstappen,Dutch,45
2015,16,11,grosjean,Romain,Grosjean,French,44
2015,16,12,hulkenberg,Nico,Hülkenberg,German,38
2015,16,13,nasr,Felipe,Nasr,Brazilian,27
2015,16,14,maldonado,Pastor,Maldonado,Venezuelan,26
2015,16,15,sainz,Carlos,Sainz,Spanish,18
2015,16,16,button,Jenson,Button,British,16
2015,16,17,alonso,Fernando,Alonso,Spanish,11
2015,16,18,ericsson,Marcus,Ericsson,Swedish,9
2015,16,19,merhi,Roberto,Merhi,Spanish,0
2015,16,20,rossi,Alexander,Rossi,American,0
2015,16,21,stevens,Will,Stevens,British,0
2015,16,22,kevin_magnussen,Kevin,Magnussen,Danish,0
