Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2021,14,Italian Grand Prix,1,BOT,Valtteri,Bottas,Finnish,Mercedes,1:20.685,1:20.032,1:19.555
2021,14,Italian Grand Prix,2,HAM,Lewis,Hamilton,British,Mercedes,1:20.543,1:19.936,1:19.651
2021,14,Italian Grand Prix,3,VER,Max,Verstappen,Dutch,Red Bull,1:21.035,1:20.229,1:19.966
2021,14,Italian Grand Prix,4,NOR,Lando,Norris,British,McLaren,1:20.916,1:20.059,1:19.989
2021,14,Italian Grand Prix,5,RIC,Daniel,Ricciardo,Australian,McLaren,1:21.292,1:20.435,1:19.995
2021,14,Italian Grand Prix,6,GAS,Pierre,Gasly,French,AlphaTauri,1:21.440,1:20.556,1:20.260
2021,14,Italian Grand Prix,7,SAI,Carlos,Sainz,Spanish,Ferrari,1:21.118,1:20.750,1:20.462
2021,14,Italian Grand Prix,8,LEC,Charles,Leclerc,Monegasque,Ferrari,1:21.219,1:20.767,1:20.510
2021,14,Italian Grand Prix,9,PER,Sergio,Pérez,Mexican,Red Bull,1:21.308,1:20.882,1:20.611
2021,14,Italian Grand Prix,10,GIO,Antonio,Giovinazzi,Italian,Alfa Romeo,1:21.197,1:20.726,1:20.808
2021,14,Italian Grand Prix,11,VET,Sebastian,Vettel,German,Aston Martin,1:21.394,1:20.913,
2021,14,Italian Grand Prix,12,STR,Lance,Stroll,Canadian,Aston Martin,1:21.415,1:21.020,
2021,14,Italian Grand Prix,13,ALO,Fernando,Alonso,Spanish,Alpine F1 Team,1:21.487,1:21.069,
2021,14,Italian Grand Prix,14,OCO,Esteban,Ocon,French,Alpine F1 Team,1:21.500,1:21.103,
2021,14,Italian Grand Prix,15,RUS,George,Russell,British,Williams,1:21.890,1:21.392,
2021,14,Italian Grand Prix,16,LAT,Nicholas,Latifi,Canadian,Williams,1:21.925,,
2021,14,Italian Grand Prix,17,TSU,Yuki,Tsunoda,Japanese,AlphaTauri,1:21.973,,
2021,14,Italian Grand Prix,18,MSC,Mick,Schumacher,German,Haas F1 Team,1:22.248,,
2021,14,Italian Grand Prix,19,KUB,Robert,Kubica,Polish,Alfa Romeo,1:22.530,,
2021,14,Italian Grand Prix,20,MAZ,Nikita,Mazepin,Russian,Haas F1 Team,1:22.716,,
