Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2020,10,Russian Grand Prix,1,HAM,Lewis,Hamilton,British,Mercedes,1:32.983,1:32.835,1:31.304
2020,10,Russian Grand Prix,2,VER,Max,Verstappen,Dutch,Red Bull,1:33.630,1:33.157,1:31.867
2020,10,Russian Grand Prix,3,BOT,Valtteri,Bottas,Finnish,Mercedes,1:32.656,1:32.405,1:31.956
2020,10,Russian Grand Prix,4,PER,Sergio,Pérez,Mexican,Racing Point,1:33.704,1:33.038,1:32.317
2020,10,Russian Grand Prix,5,RIC,Daniel,Ricciardo,Australian,Renault,1:33.650,1:32.218,1:32.364
2020,10,Russian Grand Prix,6,SAI,Carlos,Sainz,Spanish,McLaren,1:33.967,1:32.757,1:32.550
2020,10,Russian Grand Prix,7,OCO,Esteban,Ocon,French,Renault,1:33.557,1:33.196,1:32.624
2020,10,Russian Grand Prix,8,NOR,Lando,Norris,British,McLaren,1:33.804,1:33.081,1:32.847
2020,10,Russian Grand Prix,9,GAS,Pierre,Gasly,French,AlphaTauri,1:33.734,1:33.139,1:33.000
2020,10,Russian Grand Prix,10,ALB,Alexander,Albon,Thai,Red Bull,1:33.919,1:33.153,1:33.008
2020,10,Russian Grand Prix,11,LEC,Charles,Leclerc,Monegasque,Ferrari,1:34.071,1:33.239,
2020,10,Russian Grand Prix,12,KVY,Daniil,Kvyat,Russian,AlphaTauri,1:33.511,1:33.249,
2020,10,Russian Grand Prix,13,STR,Lance,Stroll,Canadian,Racing Point,1:33.852,1:33.364,
2020,10,Russian Grand Prix,14,RUS,George,Russell,British,Williams,1:34.020,1:33.583,
2020,10,Russian Grand Prix,15,VET,Sebastian,Vettel,German,Ferrari,1:34.134,1:33.609,
2020,10,Russian Grand Prix,16,GRO,Romain,Grosjean,French,Haas F1 Team,1:34.592,,
2020,10,Russian Grand Prix,17,GIO,Antonio,Giovinazzi,Italian,Alfa Romeo,1:34.594,,
2020,10,Russian Grand Prix,18,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:34.681,,
2020,10,Russian Grand Prix,19,LAT,Nicholas,Latifi,Canadian,Williams,1:35.066,,
2020,10,Russian Grand Prix,20,RAI,Kimi,Räikkönen,Finnish,Alfa Romeo,1:35.267,,
