Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2003,1,1,McLaren,British,16,1
2003,1,2,Williams,British,9,0
2003,1,3,Renault,French,6,0
2003,1,4,Ferrari,Italian,5,0
2003,1,5,Sauber,Swiss,3,0
2003,1,6,BAR,British,0,0
2003,1,7,Minardi,Italian,0,0
