Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2020,1,1,bottas,Valtteri,Bottas,Finnish,25
2020,1,2,leclerc,Charles,Leclerc,Monegasque,18
2020,1,3,norris,Lando,Norris,British,16
2020,1,4,hamilton,Lewis,Hamilton,British,12
2020,1,5,sainz,Carlos,Sainz,Spanish,10
2020,1,6,perez,Sergio,Pérez,Mexican,8
2020,1,7,gasly,Pierre,Gasly,French,6
2020,1,8,ocon,Esteban,Ocon,French,4
2020,1,9,giovinazzi,Antonio,Giovinazzi,Italian,2
2020,1,10,vettel,Sebastian,Vettel,German,1
2020,1,11,latifi,Nicholas,Latifi,Canadian,0
2020,1,12,kvyat,Daniil,Kvyat,Russian,0
2020,1,13,albon,Alexander,Albon,Thai,0
2020,1,14,raikkonen,Kimi,Räikkönen,Finnish,0
2020,1,15,russell,George,Russell,British,0
2020,1,16,grosjean,Romain,Grosjean,French,0
2020,1,17,kevin_magnussen,Kevin,Magnussen,Danish,0
2020,1,18,stroll,Lance,Stroll,Canadian,0
2020,1,19,ricciardo,Daniel,Ricciardo,Australian,0
2020,1,20,max_verstappen,Max,Verstappen,Dutch,0
