Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2021,3,1,Mercedes,German,101,2
2021,3,2,Red Bull,Austrian,83,1
2021,3,3,McLaren,British,53,0
2021,3,4,Ferrari,Italian,42,0
2021,3,5,Alpine F1 Team,French,13,0
2021,3,6,AlphaTauri,Italian,9,0
2021,3,7,Aston Martin,British,5,0
2021,3,8,Alfa Romeo,Swiss,0,0
2021,3,9,Williams,British,0,0
2021,3,10,Haas F1 Team,American,0,0
