Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2018,3,1,Mercedes,German,85,0
2018,3,2,Ferrari,Italian,84,2
2018,3,3,Red Bull,Austrian,55,1
2018,3,4,McLaren,British,28,0
2018,3,5,Renault,French,25,0
2018,3,6,Toro Rosso,Italian,12,0
2018,3,7,Haas F1 Team,American,11,0
2018,3,8,Sauber,Swiss,2,0
2018,3,9,Force India,Indian,1,0
2018,3,10,Williams,British,0,0
