Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2006,3,1,alonso,Fernando,Alonso,Spanish,28
2006,3,2,fisichella,Giancarlo,Fisichella,Italian,14
2006,3,3,raikkonen,Kimi,Räikkönen,Finnish,14
2006,3,4,michael_schumacher,Michael,Schumacher,German,11
2006,3,5,button,Jenson,Button,British,11
2006,3,6,montoya,Juan,Pablo Montoya,Colombian,9
2006,3,7,ralf_schumacher,Ralf,Schumacher,German,7
2006,3,8,heidfeld,Nick,Heidfeld,German,5
2006,3,9,villeneuve,Jacques,Villeneuve,Canadian,5
2006,3,10,massa,Felipe,Massa,Brazilian,4
2006,3,11,webber,Mark,Webber,Australian,3
2006,3,12,barrichello,Rubens,Barrichello,Brazilian,2
2006,3,13,rosberg,Nico,Rosberg,German,2
2006,3,14,coulthard,David,Coulthard,British,1
2006,3,15,klien,Christian,Klien,Austrian,1
2006,3,16,speed,Scott,Speed,American,0
2006,3,17,trulli,Jarno,Trulli,Italian,0
2006,3,18,liuzzi,Vitantonio,Liuzzi,Italian,0
2006,3,19,albers,Christijan,Albers,Dutch,0
2006,3,20,sato,Takuma,Sato,Japanese,0
2006,3,21,monteiro,Tiago,Monteiro,Portuguese,0
2006,3,22,ide,Yuji,Ide,Japanese,0
