Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2018,4,Azerbaijan Grand Prix,1,VET,Sebastian,Vettel,German,Ferrari,1:42.762,1:43.015,1:41.498
2018,4,Azerbaijan Grand Prix,2,HAM,Lewis,Hamilton,British,Mercedes,1:42.693,1:42.676,1:41.677
2018,4,Azerbaijan Grand Prix,3,BOT,Valtteri,Bottas,Finnish,Mercedes,1:43.355,1:42.679,1:41.837
2018,4,Azerbaijan Grand Prix,4,RIC,Daniel,Ricciardo,Australian,Red Bull,1:42.857,1:43.482,1:41.911
2018,4,Azerbaijan Grand Prix,5,VER,Max,Verstappen,Dutch,Red Bull,1:42.642,1:42.901,1:41.994
2018,4,Azerbaijan Grand Prix,6,RAI,Kimi,Räikkönen,Finnish,Ferrari,1:42.538,1:42.510,1:42.490
2018,4,Azerbaijan Grand Prix,7,OCO,Esteban,Ocon,French,Force India,1:43.021,1:42.967,1:42.523
2018,4,Azerbaijan Grand Prix,8,PER,Sergio,Pérez,Mexican,Force India,1:43.992,1:43.366,1:42.547
2018,4,Azerbaijan Grand Prix,9,HUL,Nico,Hülkenberg,German,Renault,1:43.746,1:43.232,1:43.066
2018,4,Azerbaijan Grand Prix,10,SAI,Carlos,Sainz,Spanish,Renault,1:43.426,1:43.464,1:43.351
2018,4,Azerbaijan Grand Prix,11,STR,Lance,Stroll,Canadian,Williams,1:44.359,1:43.585,
2018,4,Azerbaijan Grand Prix,12,SIR,Sergey,Sirotkin,Russian,Williams,1:44.261,1:43.886,
2018,4,Azerbaijan Grand Prix,13,ALO,Fernando,Alonso,Spanish,McLaren,1:44.010,1:44.019,
2018,4,Azerbaijan Grand Prix,14,LEC,Charles,Leclerc,Monegasque,Sauber,1:43.752,1:44.074,
2018,4,Azerbaijan Grand Prix,15,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:43.674,1:44.759,
2018,4,Azerbaijan Grand Prix,16,VAN,Stoffel,Vandoorne,Belgian,McLaren,1:44.489,,
2018,4,Azerbaijan Grand Prix,17,GAS,Pierre,Gasly,French,Toro Rosso,1:44.496,,
2018,4,Azerbaijan Grand Prix,18,ERI,Marcus,Ericsson,Swedish,Sauber,1:45.541,,
2018,4,Azerbaijan Grand Prix,19,HAR,Brendon,Hartley,New Zealander,Toro Rosso,1:57.354,,
2018,4,Azerbaijan Grand Prix,20,GRO,Romain,Grosjean,French,Haas F1 Team,"",,
