Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2017,17,1,Mercedes,German,575,11
2017,17,2,Ferrari,Italian,428,4
2017,17,3,Red Bull,Austrian,315,2
2017,17,4,Force India,Indian,159,0
2017,17,5,Williams,British,68,0
2017,17,6,Toro Rosso,Italian,53,0
2017,17,7,Renault,French,48,0
2017,17,8,Haas F1 Team,American,43,0
2017,17,9,McLaren,British,23,0
2017,17,10,Sauber,Swiss,5,0
