Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2018,15,Singapore Grand Prix,1,HAM,Lewis,Hamilton,British,Mercedes,1:39.403,1:37.344,1:36.015
2018,15,Singapore Grand Prix,2,VER,Max,Verstappen,Dutch,Red Bull,1:38.751,1:37.214,1:36.334
2018,15,Singapore Grand Prix,3,VET,Sebastian,Vettel,German,Ferrari,1:38.218,1:37.876,1:36.628
2018,15,Singapore Grand Prix,4,BOT,Valtteri,Bottas,Finnish,Mercedes,1:39.291,1:37.254,1:36.702
2018,15,Singapore Grand Prix,5,RAI,Kimi,Räikkönen,Finnish,Ferrari,1:38.534,1:37.194,1:36.794
2018,15,Singapore Grand Prix,6,RIC,Daniel,Ricciardo,Australian,Red Bull,1:38.153,1:37.406,1:36.996
2018,15,Singapore Grand Prix,7,PER,Sergio,Pérez,Mexican,Force India,1:38.814,1:38.342,1:37.985
2018,15,Singapore Grand Prix,8,GRO,Romain,Grosjean,French,Haas F1 Team,1:38.685,1:38.367,1:38.320
2018,15,Singapore Grand Prix,9,OCO,Esteban,Ocon,French,Force India,1:38.912,1:38.534,1:38.365
2018,15,Singapore Grand Prix,10,HUL,Nico,Hülkenberg,German,Renault,1:38.932,1:38.450,1:38.588
2018,15,Singapore Grand Prix,11,ALO,Fernando,Alonso,Spanish,McLaren,1:39.022,1:38.641,
2018,15,Singapore Grand Prix,12,SAI,Carlos,Sainz,Spanish,Renault,1:39.103,1:38.716,
2018,15,Singapore Grand Prix,13,LEC,Charles,Leclerc,Monegasque,Sauber,1:39.206,1:38.747,
2018,15,Singapore Grand Prix,14,ERI,Marcus,Ericsson,Swedish,Sauber,1:39.366,1:39.453,
2018,15,Singapore Grand Prix,15,GAS,Pierre,Gasly,French,Toro Rosso,1:39.614,1:39.691,
2018,15,Singapore Grand Prix,16,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:39.644,,
2018,15,Singapore Grand Prix,17,HAR,Brendon,Hartley,New Zealander,Toro Rosso,1:39.809,,
2018,15,Singapore Grand Prix,18,VAN,Stoffel,Vandoorne,Belgian,McLaren,1:39.864,,
2018,15,Singapore Grand Prix,19,SIR,Sergey,Sirotkin,Russian,Williams,1:41.263,,
2018,15,Singapore Grand Prix,20,STR,Lance,Stroll,Canadian,Williams,1:41.334,,
