Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2011,9,1,Red Bull,Austrian,328,6
2011,9,2,McLaren,British,218,2
2011,9,3,Ferrari,Italian,164,1
2011,9,4,Mercedes,German,68,0
2011,9,5,Renault,French,65,0
2011,9,6,Sauber,Swiss,33,0
2011,9,7,Toro Rosso,Italian,17,0
2011,9,8,Force India,Indian,12,0
2011,9,9,Williams,British,4,0
2011,9,10,Lotus,Malaysian,0,0
2011,9,11,HRT,Spanish,0,0
2011,9,12,Virgin,British,0,0
