Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2021,17,United States Grand Prix,1,VER,Max,Verstappen,Dutch,Red Bull,1:34.352,1:33.464,1:32.910
2021,17,United States Grand Prix,2,HAM,Lewis,Hamilton,British,Mercedes,1:34.579,1:33.797,1:33.119
2021,17,United States Grand Prix,3,PER,Sergio,Pérez,Mexican,Red Bull,1:34.369,1:34.178,1:33.134
2021,17,United States Grand Prix,4,BOT,Valtteri,Bottas,Finnish,Mercedes,1:34.590,1:33.959,1:33.475
2021,17,United States Grand Prix,5,LEC,Charles,Leclerc,Monegasque,Ferrari,1:34.153,1:33.928,1:33.606
2021,17,United States Grand Prix,6,SAI,Carlos,Sainz,Spanish,Ferrari,1:34.558,1:34.126,1:33.792
2021,17,United States Grand Prix,7,RIC,Daniel,Ricciardo,Australian,McLaren,1:34.407,1:34.643,1:33.808
2021,17,United States Grand Prix,8,NOR,Lando,Norris,British,McLaren,1:34.551,1:33.880,1:33.887
2021,17,United States Grand Prix,9,GAS,Pierre,Gasly,French,AlphaTauri,1:34.567,1:34.583,1:34.118
2021,17,United States Grand Prix,10,TSU,Yuki,Tsunoda,Japanese,AlphaTauri,1:35.360,1:35.137,1:34.918
2021,17,United States Grand Prix,11,OCO,Esteban,Ocon,French,Alpine F1 Team,1:35.747,1:35.377,
2021,17,United States Grand Prix,12,VET,Sebastian,Vettel,German,Aston Martin,1:35.281,1:35.500,
2021,17,United States Grand Prix,13,GIO,Antonio,Giovinazzi,Italian,Alfa Romeo,1:35.920,1:35.794,
2021,17,United States Grand Prix,14,ALO,Fernando,Alonso,Spanish,Alpine F1 Team,1:35.756,1:44.549,
2021,17,United States Grand Prix,15,RUS,George,Russell,British,Williams,1:35.746,,
2021,17,United States Grand Prix,16,STR,Lance,Stroll,Canadian,Aston Martin,1:35.983,,
2021,17,United States Grand Prix,17,LAT,Nicholas,Latifi,Canadian,Williams,1:35.995,,
2021,17,United States Grand Prix,18,RAI,Kimi,Räikkönen,Finnish,Alfa Romeo,1:36.311,,
2021,17,United States Grand Prix,19,MSC,Mick,Schumacher,German,Haas F1 Team,1:36.499,,
2021,17,United States Grand Prix,20,MAZ,Nikita,Mazepin,Russian,Haas F1 Team,1:36.796,,
