Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2014,19,1,hamilton,Lewis,Hamilton,British,384
2014,19,2,rosberg,Nico,Rosberg,German,317
2014,19,3,ricciardo,Daniel,Ricciardo,Australian,238
2014,19,4,bottas,Valtteri,Bottas,Finnish,186
2014,19,5,vettel,Sebastian,Vettel,German,167
2014,19,6,alonso,Fernando,Alonso,Spanish,161
2014,19,7,massa,Felipe,Massa,Brazilian,134
2014,19,8,button,Jenson,Button,British,126
2014,19,9,hulkenberg,Nico,Hülkenberg,German,96
2014,19,10,perez,Sergio,Pérez,Mexican,59
2014,19,11,kevin_magnussen,Kevin,Magnussen,Danish,55
2014,19,12,raikkonen,Kimi,Räikkönen,Finnish,55
2014,19,13,vergne,Jean-Éric,Vergne,French,22
2014,19,14,grosjean,Romain,Grosjean,French,8
2014,19,15,kvyat,Daniil,Kvyat,Russian,8
2014,19,16,maldonado,Pastor,Maldonado,Venezuelan,2
2014,19,17,jules_bianchi,Jules,Bianchi,French,2
2014,19,18,sutil,Adrian,Sutil,German,0
2014,19,19,ericsson,Marcus,Ericsson,Swedish,0
2014,19,20,gutierrez,Esteban,Gutiérrez,Mexican,0
2014,19,21,chilton,Max,Chilton,British,0
2014,19,22,kobayashi,Kamui,Kobayashi,Japanese,0
2014,19,23,stevens,Will,Stevens,British,0
2014,19,24,lotterer,André,Lotterer,German,0
