Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2011,10,1,vettel,Sebastian,Vettel,German,216
2011,10,2,webber,Mark,Webber,Australian,139
2011,10,3,hamilton,Lewis,Hamilton,British,134
2011,10,4,alonso,Fernando,Alonso,Spanish,130
2011,10,5,button,Jenson,Button,British,109
2011,10,6,massa,Felipe,Massa,Brazilian,62
2011,10,7,rosberg,Nico,Rosberg,German,46
2011,10,8,heidfeld,Nick,Heidfeld,German,34
2011,10,9,petrov,Vitaly,Petrov,Russian,32
2011,10,10,michael_schumacher,Michael,Schumacher,German,32
2011,10,11,kobayashi,Kamui,Kobayashi,Japanese,27
2011,10,12,sutil,Adrian,Sutil,German,18
2011,10,13,alguersuari,Jaime,Alguersuari,Spanish,9
2011,10,14,perez,Sergio,Pérez,Mexican,8
2011,10,15,buemi,Sébastien,Buemi,Swiss,8
2011,10,16,barrichello,Rubens,Barrichello,Brazilian,4
2011,10,17,resta,Paul,di Resta,British,2
2011,10,18,rosa,Pedro,de la Rosa,Spanish,0
2011,10,19,trulli,Jarno,Trulli,Italian,0
2011,10,20,liuzzi,Vitantonio,Liuzzi,Italian,0
2011,10,21,maldonado,Pastor,Maldonado,Venezuelan,0
2011,10,22,ambrosio,Jérôme,d'Ambrosio,Belgian,0
2011,10,23,kovalainen,Heikki,Kovalainen,Finnish,0
2011,10,24,glock,Timo,Glock,German,0
2011,10,25,karthikeyan,Narain,Karthikeyan,Indian,0
2011,10,26,ricciardo,Daniel,Ricciardo,Australian,0
2011,10,27,chandhok,Karun,Chandhok,Indian,0
