Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2022,2,Saudi Arabian Grand Prix,1,PER,Sergio,Pérez,Mexican,Red Bull,1:29.705,1:28.924,1:28.200
2022,2,Saudi Arabian Grand Prix,2,LEC,Charles,Leclerc,Monegasque,Ferrari,1:29.039,1:28.780,1:28.225
2022,2,Saudi Arabian Grand Prix,3,SAI,Carlos,Sainz,Spanish,Ferrari,1:28.855,1:28.686,1:28.402
2022,2,Saudi Arabian Grand Prix,4,VER,Max,Verstappen,Dutch,Red Bull,1:28.928,1:28.945,1:28.461
2022,2,Saudi Arabian Grand Prix,5,OCO,Esteban,Ocon,French,Alpine F1 Team,1:30.093,1:29.584,1:29.068
2022,2,Saudi Arabian Grand Prix,6,RUS,George,Russell,British,Mercedes,1:29.680,1:29.618,1:29.104
2022,2,Saudi Arabian Grand Prix,7,ALO,Fernando,Alonso,Spanish,Alpine F1 Team,1:29.978,1:29.295,1:29.147
2022,2,Saudi Arabian Grand Prix,8,BOT,Valtteri,Bottas,Finnish,Alfa Romeo,1:29.683,1:29.404,1:29.183
2022,2,Saudi Arabian Grand Prix,9,GAS,Pierre,Gasly,French,AlphaTauri,1:29.891,1:29.418,1:29.254
2022,2,Saudi Arabian Grand Prix,10,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:29.831,1:29.546,1:29.588
2022,2,Saudi Arabian Grand Prix,11,NOR,Lando,Norris,British,McLaren,1:29.957,1:29.651,
2022,2,Saudi Arabian Grand Prix,12,RIC,Daniel,Ricciardo,Australian,McLaren,1:30.009,1:29.773,
2022,2,Saudi Arabian Grand Prix,13,ZHO,Guanyu,Zhou,Chinese,Alfa Romeo,1:29.978,1:29.819,
2022,2,Saudi Arabian Grand Prix,14,MSC,Mick,Schumacher,German,Haas F1 Team,1:30.167,1:29.920,
2022,2,Saudi Arabian Grand Prix,15,STR,Lance,Stroll,Canadian,Aston Martin,1:30.256,1:31.009,
2022,2,Saudi Arabian Grand Prix,16,HAM,Lewis,Hamilton,British,Mercedes,1:30.343,,
2022,2,Saudi Arabian Grand Prix,17,ALB,Alexander,Albon,Thai,Williams,1:30.492,,
2022,2,Saudi Arabian Grand Prix,18,HUL,Nico,Hülkenberg,German,Aston Martin,1:30.543,,
2022,2,Saudi Arabian Grand Prix,19,LAT,Nicholas,Latifi,Canadian,Williams,1:31.817,,
2022,2,Saudi Arabian Grand Prix,20,TSU,Yuki,Tsunoda,Japanese,AlphaTauri,"",,
