Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2013,1,1,raikkonen,Kimi,Räikkönen,Finnish,25
2013,1,2,alonso,Fernando,Alonso,Spanish,18
2013,1,3,vettel,Sebastian,Vettel,German,15
2013,1,4,massa,Felipe,Massa,Brazilian,12
2013,1,5,hamilton,Lewis,Hamilton,British,10
2013,1,6,webber,Mark,Webber,Australian,8
2013,1,7,sutil,Adrian,Sutil,German,6
2013,1,8,resta,Paul,di Resta,British,4
2013,1,9,button,Jenson,Button,British,2
2013,1,10,grosjean,Romain,Grosjean,French,1
2013,1,11,perez,Sergio,Pérez,Mexican,0
2013,1,12,vergne,Jean-Éric,Vergne,French,0
2013,1,13,gutierrez,Esteban,Gutiérrez,Mexican,0
2013,1,14,bottas,Valtteri,Bottas,Finnish,0
2013,1,15,jules_bianchi,Jules,Bianchi,French,0
2013,1,16,pic,Charles,Pic,French,0
2013,1,17,chilton,Max,Chilton,British,0
2013,1,18,garde,Giedo,van der Garde,Dutch,0
2013,1,19,ricciardo,Daniel,Ricciardo,Australian,0
2013,1,20,rosberg,Nico,Rosberg,German,0
2013,1,21,maldonado,Pastor,Maldonado,Venezuelan,0
2013,1,22,hulkenberg,Nico,Hülkenberg,German,0
