Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2019,9,Austrian Grand Prix,1,LEC,Charles,Leclerc,Monegasque,Ferrari,1:04.138,1:03.378,1:03.003
2019,9,Austrian Grand Prix,2,HAM,Lewis,Hamilton,British,Mercedes,1:03.818,1:03.803,1:03.262
2019,9,Austrian Grand Prix,3,VER,Max,Verstappen,Dutch,Red Bull,1:03.807,1:03.835,1:03.439
2019,9,Austrian Grand Prix,4,BOT,Valtteri,Bottas,Finnish,Mercedes,1:04.084,1:03.863,1:03.537
2019,9,Austrian Grand Prix,5,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:04.778,1:04.466,1:04.072
2019,9,Austrian Grand Prix,6,NOR,Lando,Norris,British,McLaren,1:04.361,1:04.211,1:04.099
2019,9,Austrian Grand Prix,7,RAI,Kimi,Räikkönen,Finnish,Alfa Romeo,1:04.615,1:04.056,1:04.166
2019,9,Austrian Grand Prix,8,GIO,Antonio,Giovinazzi,Italian,Alfa Romeo,1:04.450,1:04.194,1:04.179
2019,9,Austrian Grand Prix,9,GAS,Pierre,Gasly,French,Red Bull,1:04.412,1:03.988,1:04.199
2019,9,Austrian Grand Prix,10,VET,Sebastian,Vettel,German,Ferrari,1:04.430,1:03.667,
2019,9,Austrian Grand Prix,11,GRO,Romain,Grosjean,French,Haas F1 Team,1:04.552,1:04.490,
2019,9,Austrian Grand Prix,12,HUL,Nico,Hülkenberg,German,Renault,1:04.733,1:04.516,
2019,9,Austrian Grand Prix,13,ALB,Alexander,Albon,Thai,Toro Rosso,1:04.708,1:04.665,
2019,9,Austrian Grand Prix,14,RIC,Daniel,Ricciardo,Australian,Renault,1:04.647,1:04.790,
2019,9,Austrian Grand Prix,15,SAI,Carlos,Sainz,Spanish,McLaren,1:04.453,1:13.601,
2019,9,Austrian Grand Prix,16,PER,Sergio,Pérez,Mexican,Racing Point,1:04.789,,
2019,9,Austrian Grand Prix,17,STR,Lance,Stroll,Canadian,Racing Point,1:04.832,,
2019,9,Austrian Grand Prix,18,KVY,Daniil,Kvyat,Russian,Toro Rosso,1:05.324,,
2019,9,Austrian Grand Prix,19,RUS,George,Russell,British,Williams,1:05.904,,
2019,9,Austrian Grand Prix,20,KUB,Robert,Kubica,Polish,Williams,1:06.206,,
