Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2010,5,1,McLaren,British,119,2
2010,5,2,Ferrari,Italian,116,1
2010,5,3,Red Bull,Austrian,113,2
2010,5,4,Mercedes,German,72,0
2010,5,5,Renault,French,50,0
2010,5,6,Force India,Indian,24,0
2010,5,7,Williams,British,8,0
2010,5,8,Toro Rosso,Italian,3,0
2010,5,9,Sauber,Swiss,0,0
2010,5,10,Lotus,Malaysian,0,0
2010,5,11,HRT,Spanish,0,0
2010,5,12,Virgin,British,0,0
