Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2013,6,1,vettel,Sebastian,Vettel,German,107
2013,6,2,raikkonen,Kimi,Räikkönen,Finnish,86
2013,6,3,alonso,Fernando,Alonso,Spanish,78
2013,6,4,hamilton,Lewis,Hamilton,British,62
2013,6,5,webber,Mark,Webber,Australian,57
2013,6,6,rosberg,Nico,Rosberg,German,47
2013,6,7,massa,Felipe,Massa,Brazilian,45
2013,6,8,resta,Paul,di Resta,British,28
2013,6,9,grosjean,Romain,Grosjean,French,26
2013,6,10,button,Jenson,Button,British,25
2013,6,11,sutil,Adrian,Sutil,German,16
2013,6,12,perez,Sergio,Pérez,Mexican,12
2013,6,13,ricciardo,Daniel,Ricciardo,Australian,7
2013,6,14,hulkenberg,Nico,Hülkenberg,German,5
2013,6,15,vergne,Jean-Éric,Vergne,French,5
2013,6,16,gutierrez,Esteban,Gutiérrez,Mexican,0
2013,6,17,bottas,Valtteri,Bottas,Finnish,0
2013,6,18,maldonado,Pastor,Maldonado,Venezuelan,0
2013,6,19,jules_bianchi,Jules,Bianchi,French,0
2013,6,20,pic,Charles,Pic,French,0
2013,6,21,chilton,Max,Chilton,British,0
2013,6,22,garde,Giedo,van der Garde,Dutch,0
