Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2021,19,1,Mercedes,German,521.5,7
2021,19,2,Red Bull,Austrian,510.5,10
2021,19,3,Ferrari,Italian,287.5,0
2021,19,4,McLaren,British,256,1
2021,19,5,Alpine F1 Team,French,112,1
2021,19,6,AlphaTauri,Italian,112,0
2021,19,7,Aston Martin,British,68,0
2021,19,8,Williams,British,23,0
2021,19,9,Alfa Romeo,Swiss,11,0
2021,19,10,Haas F1 Team,American,0,0
