Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2019,15,1,hamilton,Lewis,Hamilton,British,296
2019,15,2,bottas,Valtteri,Bottas,Finnish,231
2019,15,3,leclerc,Charles,Leclerc,Monegasque,200
2019,15,4,max_verstappen,Max,Verstappen,Dutch,200
2019,15,5,vettel,Sebastian,Vettel,German,194
2019,15,6,gasly,Pierre,Gasly,French,69
2019,15,7,sainz,Carlos,Sainz,Spanish,58
2019,15,8,albon,Alexander,Albon,Thai,42
2019,15,9,ricciardo,Daniel,Ricciardo,Australian,34
2019,15,10,kvyat,Daniil,Kvyat,Russian,33
2019,15,11,hulkenberg,Nico,Hülkenberg,German,33
2019,15,12,norris,Lando,Norris,British,31
2019,15,13,raikkonen,Kimi,Räikkönen,Finnish,31
2019,15,14,perez,Sergio,Pérez,Mexican,27
2019,15,15,stroll,Lance,Stroll,Canadian,19
2019,15,16,kevin_magnussen,Kevin,Magnussen,Danish,18
2019,15,17,grosjean,Romain,Grosjean,French,8
2019,15,18,giovinazzi,Antonio,Giovinazzi,Italian,4
2019,15,19,kubica,Robert,Kubica,Polish,1
2019,15,20,russell,George,Russell,British,0
