Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2004,2,1,Ferrari,Italian,33,2
2004,2,2,Williams,British,17,0
2004,2,3,Renault,French,14,0
2004,2,4,BAR,British,9,0
2004,2,5,McLaren,British,4,0
2004,2,6,Sauber,Swiss,1,0
2004,2,7,Toyota,Japanese,0,0
2004,2,8,Jaguar,British,0,0
2004,2,9,Jordan,Irish,0,0
2004,2,10,Minardi,Italian,0,0
