Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2018,16,1,hamilton,Lewis,Hamilton,British,306
2018,16,2,vettel,Sebastian,Vettel,German,256
2018,16,3,bottas,Valtteri,Bottas,Finnish,189
2018,16,4,raikkonen,Kimi,Räikkönen,Finnish,186
2018,16,5,max_verstappen,Max,Verstappen,Dutch,158
2018,16,6,ricciardo,Daniel,Ricciardo,Australian,134
2018,16,7,kevin_magnussen,Kevin,Magnussen,Danish,53
2018,16,8,hulkenberg,Nico,Hülkenberg,German,53
2018,16,9,alonso,Fernando,Alonso,Spanish,50
2018,16,10,perez,Sergio,Pérez,Mexican,47
2018,16,11,ocon,Esteban,Ocon,French,47
2018,16,12,sainz,Carlos,Sainz,Spanish,38
2018,16,13,gasly,Pierre,Gasly,French,28
2018,16,14,grosjean,Romain,Grosjean,French,27
2018,16,15,leclerc,Charles,Leclerc,Monegasque,21
2018,16,16,vandoorne,Stoffel,Vandoorne,Belgian,8
2018,16,17,stroll,Lance,Stroll,Canadian,6
2018,16,18,ericsson,Marcus,Ericsson,Swedish,6
2018,16,19,brendon_hartley,Brendon,Hartley,New Zealander,2
2018,16,20,sirotkin,Sergey,Sirotkin,Russian,1
