Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2015,1,1,hamilton,Lewis,Hamilton,British,25
2015,1,2,rosberg,Nico,Rosberg,German,18
2015,1,3,vettel,Sebastian,Vettel,German,15
2015,1,4,massa,Felipe,Massa,Brazilian,12
2015,1,5,nasr,Felipe,Nasr,Brazilian,10
2015,1,6,ricciardo,Daniel,Ricciardo,Australian,8
2015,1,7,hulkenberg,Nico,Hülkenberg,German,6
2015,1,8,ericsson,Marcus,Ericsson,Swedish,4
2015,1,9,sainz,Carlos,Sainz,Spanish,2
2015,1,10,perez,Sergio,Pérez,Mexican,1
2015,1,11,button,Jenson,Button,British,0
2015,1,12,raikkonen,Kimi,Räikkönen,Finnish,0
2015,1,13,max_verstappen,Max,Verstappen,Dutch,0
2015,1,14,grosjean,Romain,Grosjean,French,0
2015,1,15,maldonado,Pastor,Maldonado,Venezuelan,0
2015,1,16,kvyat,Daniil,Kvyat,Russian,0
2015,1,17,kevin_magnussen,Kevin,Magnussen,Danish,0
2015,1,18,bottas,Valtteri,Bottas,Finnish,0
