Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2024,9,1,max_verstappen,Max,Verstappen,Dutch,194
2024,9,2,leclerc,Charles,Leclerc,Monegasque,138
2024,9,3,norris,Lando,Norris,British,131
2024,9,4,sainz,Carlos,Sainz,Spanish,108
2024,9,5,perez,Sergio,Pérez,Mexican,107
2024,9,6,piastri,Oscar,Piastri,Australian,81
2024,9,7,russell,George,Russell,British,69
2024,9,8,hamilton,Lewis,Hamilton,British,55
2024,9,9,alonso,Fernando,Alonso,Spanish,41
2024,9,10,tsunoda,Yuki,Tsunoda,Japanese,19
2024,9,11,stroll,Lance,Stroll,Canadian,17
2024,9,12,ricciardo,Daniel,Ricciardo,Australian,9
2024,9,13,bearman,Oliver,Bearman,British,6
2024,9,14,hulkenberg,Nico,Hülkenberg,German,6
2024,9,15,gasly,Pierre,Gasly,French,3
2024,9,16,albon,Alexander,Albon,Thai,2
2024,9,17,ocon,Esteban,Ocon,French,2
2024,9,18,kevin_magnussen,Kevin,Magnussen,Danish,1
2024,9,19,zhou,Guanyu,Zhou,Chinese,0
2024,9,20,bottas,Valtteri,Bottas,Finnish,0
2024,9,21,sargeant,Logan,Sargeant,American,0
