Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2018,4,1,Ferrari,Italian,114,2
2018,4,2,Mercedes,German,110,1
2018,4,3,Red Bull,Austrian,55,1
2018,4,4,McLaren,British,36,0
2018,4,5,Renault,French,35,0
2018,4,6,Force India,Indian,16,0
2018,4,7,Toro Rosso,Italian,13,0
2018,4,8,Haas F1 Team,American,11,0
2018,4,9,Sauber,Swiss,10,0
2018,4,10,Williams,British,4,0
