Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2014,10,1,rosberg,Nico,Rosberg,German,190
2014,10,2,hamilton,Lewis,Hamilton,British,176
2014,10,3,ricciardo,Daniel,Ricciardo,Australian,106
2014,10,4,alonso,Fernando,Alonso,Spanish,97
2014,10,5,bottas,Valtteri,Bottas,Finnish,91
2014,10,6,vettel,Sebastian,Vettel,German,82
2014,10,7,hulkenberg,Nico,Hülkenberg,German,69
2014,10,8,button,Jenson,Button,British,59
2014,10,9,kevin_magnussen,Kevin,Magnussen,Danish,37
2014,10,10,massa,Felipe,Massa,Brazilian,30
2014,10,11,perez,Sergio,Pérez,Mexican,29
2014,10,12,raikkonen,Kimi,Räikkönen,Finnish,19
2014,10,13,vergne,Jean-Éric,Vergne,French,9
2014,10,14,grosjean,Romain,Grosjean,French,8
2014,10,15,kvyat,Daniil,Kvyat,Russian,6
2014,10,16,jules_bianchi,Jules,Bianchi,French,2
2014,10,17,sutil,Adrian,Sutil,German,0
2014,10,18,ericsson,Marcus,Ericsson,Swedish,0
2014,10,19,maldonado,Pastor,Maldonado,Venezuelan,0
2014,10,20,gutierrez,Esteban,Gutiérrez,Mexican,0
2014,10,21,chilton,Max,Chilton,British,0
2014,10,22,kobayashi,Kamui,Kobayashi,Japanese,0
