Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2017,5,Spanish Grand Prix,1,HAM,Lewis,Hamilton,British,Mercedes,1:20.511,1:20.210,1:19.149
2017,5,Spanish Grand Prix,2,VET,Sebastian,Vettel,German,Ferrari,1:20.939,1:20.295,1:19.200
2017,5,Spanish Grand Prix,3,BOT,Valtteri,Bottas,Finnish,Mercedes,1:20.991,1:20.300,1:19.373
2017,5,Spanish Grand Prix,4,RAI,Kimi,Räikkönen,Finnish,Ferrari,1:20.742,1:20.621,1:19.439
2017,5,Spanish Grand Prix,5,VER,Max,Verstappen,Dutch,Red Bull,1:21.430,1:20.722,1:19.706
2017,5,Spanish Grand Prix,6,RIC,Daniel,Ricciardo,Australian,Red Bull,1:21.704,1:20.855,1:20.175
2017,5,Spanish Grand Prix,7,ALO,Fernando,Alonso,Spanish,McLaren,1:22.015,1:21.251,1:21.048
2017,5,Spanish Grand Prix,8,PER,Sergio,Pérez,Mexican,Force India,1:21.998,1:21.239,1:21.070
2017,5,Spanish Grand Prix,9,MAS,Felipe,Massa,Brazilian,Williams,1:22.138,1:21.222,1:21.232
2017,5,Spanish Grand Prix,10,OCO,Esteban,Ocon,French,Force India,1:21.901,1:21.148,1:21.272
2017,5,Spanish Grand Prix,11,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:21.945,1:21.329,
2017,5,Spanish Grand Prix,12,SAI,Carlos,Sainz,Spanish,Toro Rosso,1:21.941,1:21.371,
2017,5,Spanish Grand Prix,13,HUL,Nico,Hülkenberg,German,Renault,1:22.091,1:21.397,
2017,5,Spanish Grand Prix,14,GRO,Romain,Grosjean,French,Haas F1 Team,1:21.822,1:21.517,
2017,5,Spanish Grand Prix,15,WEH,Pascal,Wehrlein,German,Sauber,1:22.327,1:21.803,
2017,5,Spanish Grand Prix,16,ERI,Marcus,Ericsson,Swedish,Sauber,1:22.332,,
2017,5,Spanish Grand Prix,17,PAL,Jolyon,Palmer,British,Renault,1:22.401,,
2017,5,Spanish Grand Prix,18,STR,Lance,Stroll,Canadian,Williams,1:22.411,,
2017,5,Spanish Grand Prix,19,VAN,Stoffel,Vandoorne,Belgian,McLaren,1:22.532,,
2017,5,Spanish Grand Prix,20,KVY,Daniil,Kvyat,Russian,Toro Rosso,1:22.746,,
