Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2013,16,1,vettel,Sebastian,Vettel,German,322
2013,16,2,alonso,Fernando,Alonso,Spanish,207
2013,16,3,raikkonen,Kimi,Räikkönen,Finnish,183
2013,16,4,hamilton,Lewis,Hamilton,British,169
2013,16,5,webber,Mark,Webber,Australian,148
2013,16,6,rosberg,Nico,Rosberg,German,144
2013,16,7,grosjean,Romain,Grosjean,French,102
2013,16,8,massa,Felipe,Massa,Brazilian,102
2013,16,9,button,Jenson,Button,British,60
2013,16,10,resta,Paul,di Resta,British,40
2013,16,11,hulkenberg,Nico,Hülkenberg,German,39
2013,16,12,perez,Sergio,Pérez,Mexican,33
2013,16,13,sutil,Adrian,Sutil,German,28
2013,16,14,ricciardo,Daniel,Ricciardo,Australian,19
2013,16,15,vergne,Jean-Éric,Vergne,French,13
2013,16,16,gutierrez,Esteban,Gutiérrez,Mexican,6
2013,16,17,maldonado,Pastor,Maldonado,Venezuelan,1
2013,16,18,bottas,Valtteri,Bottas,Finnish,0
2013,16,19,jules_bianchi,Jules,Bianchi,French,0
2013,16,20,pic,Charles,Pic,French,0
2013,16,21,garde,Giedo,van der Garde,Dutch,0
2013,16,22,chilton,Max,Chilton,British,0
